,0,1,2,3,4,5,6,7,8,chain_break_fraction,energy,num_occurrences
0,-1,-1,1,-1,-1,-1,-1,-1,-1,0.0,-1.6226554799999995,916
1,-1,1,-1,1,-1,-1,1,-1,-1,0.0,-1.3786082000000002,45
2,-1,-1,1,-1,-1,-1,-1,-1,-1,0.1111111111111111,-1.6226554799999995,1
3,-1,1,-1,1,-1,1,1,-1,-1,0.0,-1.2697417999999998,3
4,-1,-1,1,-1,-1,-1,1,-1,-1,0.0,-1.2450094000000005,3
5,-1,1,-1,1,-1,-1,1,-1,1,0.0,-1.23524108,1
6,-1,1,-1,1,-1,1,1,-1,1,0.0,-1.2225266799999996,4
7,-1,1,-1,1,1,-1,1,-1,1,0.0,-1.21933468,2
8,-1,1,-1,-1,-1,1,-1,-1,-1,0.0,-1.2016990800000003,2
9,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,-1.18076028,8
10,-1,-1,1,-1,-1,1,-1,-1,-1,0.0,-1.18018108,2
11,-1,-1,-1,-1,-1,1,-1,1,-1,0.0,-1.1631982,5
12,1,-1,1,-1,-1,-1,-1,-1,-1,0.0,-1.1277626,3
13,-1,1,-1,1,-1,1,1,1,1,0.0,-1.1097341999999994,2
14,-1,1,-1,1,-1,1,1,1,-1,0.0,-1.1080349199999995,1
15,-1,1,-1,-1,-1,1,1,-1,-1,0.0,-1.0563490000000004,1
16,1,1,-1,1,-1,1,1,-1,-1,0.0,-0.9676105200000003,1
