,0,1,2,3,4,5,6,7,8,chain_break_fraction,energy,num_occurrences
0,-1,1,-1,-1,-1,1,1,-1,-1,0.0,-1.1994046200000001,650
1,-1,1,-1,1,-1,-1,1,-1,-1,0.0,-1.1538443799999998,272
2,-1,1,-1,-1,1,1,1,-1,-1,0.0,-1.0465294200000002,9
3,-1,1,-1,1,-1,1,1,-1,-1,0.0,-1.03160118,24
4,-1,-1,1,1,-1,-1,-1,1,-1,0.0,-1.0161452199999998,16
5,-1,-1,1,1,-1,-1,-1,1,1,0.0,-1.0021672199999998,14
6,-1,1,-1,1,1,-1,1,-1,-1,0.0,-0.9187515800000001,1
7,-1,1,-1,1,1,1,1,-1,-1,0.0,-0.9130683799999999,1
8,-1,1,-1,-1,-1,-1,1,-1,-1,0.0,-0.90434382,2
9,-1,-1,1,1,-1,-1,-1,-1,-1,0.0,-0.8786424200000003,4
10,-1,1,-1,1,-1,-1,-1,-1,-1,0.0,-0.86928918,1
11,-1,1,1,1,-1,-1,-1,-1,-1,0.0,-0.8597233800000001,2
12,1,1,-1,-1,-1,1,1,-1,-1,0.0,-0.8424306200000001,2
13,-1,-1,1,1,-1,-1,1,-1,-1,0.0,-0.8093416200000001,1
14,-1,1,1,1,-1,-1,-1,1,-1,0.0,-0.71444218,1
