,0,1,2,3,4,5,6,7,8,chain_break_fraction,energy,num_occurrences
0,-1,1,1,-1,1,-1,-1,-1,1,0.0,-0.48342210000000013,414
1,-1,1,-1,-1,-1,-1,-1,-1,-1,0.0,-0.46147170000000004,469
2,-1,1,1,-1,-1,-1,-1,-1,-1,0.0,-0.4196989000000001,26
3,-1,1,-1,1,-1,-1,1,-1,-1,0.0,-0.41414062000000007,70
4,-1,1,1,-1,-1,-1,-1,-1,-1,0.1111111111111111,-0.4196989000000001,3
5,-1,1,-1,1,-1,-1,-1,-1,-1,0.0,-0.3785826200000001,5
6,-1,1,1,-1,-1,-1,-1,-1,1,0.0,-0.37662210000000007,2
7,-1,1,-1,-1,-1,-1,1,-1,-1,0.0,-0.3699976999999998,4
8,-1,1,1,-1,1,-1,1,-1,1,0.0,-0.3548697,1
9,-1,-1,-1,1,-1,-1,-1,1,-1,0.0,-0.3257493399999999,1
10,-1,1,1,1,-1,-1,-1,-1,-1,0.0,-0.31610342,1
11,-1,1,-1,1,-1,-1,-1,-1,-1,0.1111111111111111,-0.3785826200000001,1
12,-1,-1,1,-1,1,-1,-1,-1,1,0.0,-0.30633118000000004,1
13,-1,-1,-1,-1,-1,1,-1,1,-1,0.0,-0.21499097999999997,1
14,1,1,-1,1,-1,-1,1,-1,-1,0.0,-0.21128681999999996,1
