,0,1,2,3,4,5,6,7,8,chain_break_fraction,energy,num_occurrences
0,-1,-1,1,-1,-1,-1,-1,-1,-1,0.0,-1.9016412999999999,877
1,-1,-1,1,-1,-1,-1,-1,1,-1,0.0,-1.7325580999999997,31
2,-1,-1,1,-1,1,-1,-1,1,-1,0.0,-1.6746964999999998,21
3,1,-1,-1,1,-1,1,1,-1,1,0.0,-1.5215359,47
4,1,-1,-1,1,1,1,1,-1,1,0.0,-1.4626335000000001,12
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,-1.4335433,4
6,-1,-1,-1,-1,1,-1,-1,1,-1,0.0,-1.4246545,3
7,-1,-1,1,-1,-1,-1,-1,-1,-1,0.1111111111111111,-1.9016412999999999,2
8,1,-1,1,1,-1,1,1,-1,1,0.0,-1.2899059,2
9,-1,-1,1,1,-1,-1,1,-1,1,0.0,-1.1922647,1
